restaurant_id,restaurant_name,location_area,cuisine_type,price_range,avg_cost_for_two,ambience_type,overall_rating,popular_dishes,has_home_delivery,has_vegetarian_options,is_family_friendly,contact_number,address,opening_hours,years_in_business,total_reviews
1932,Pizza Hut,PN Palayam,South Indian,$$,815,Casual,5.0,"Kesari Bath, Pongal, Vada",No,Yes,Yes,0422-274925,"378, Main Road, PN Palayam, Coimbatore - 641027",7:00 AM to 11:00 PM,12,2799
1933,A2B,Chinniampalayam,Italian,$$,1299,Casual,3.6,"Pasta Alfredo, Tiramisu, Bruschetta, Carbonara",Yes,Yes,No,0422-288208,"817, Main Road, Chinniampalayam, Coimbatore - 641092",11:00 AM to 10:00 PM,9,802
1934,Noodle Bar Fast Food,Saibaba Colony,Chettinad,$$,1142,Family-style,3.3,"Prawn Masala, Pepper Chicken",No,No,Yes,0422-234646,"749, Near Lakshmi Mills, Saibaba Colony, Coimbatore - 641056",9:00 AM to 10:00 PM,4,4584
1935,Junior Kuppanna Sweet Shop,Peelamedu,North Indian,$$,929,Traditional,4.4,"Naan, Butter Chicken, Chole Bhature, Paneer Butter Masala",Yes,Yes,Yes,0422-202367,"51, Near Hope College, Peelamedu, Coimbatore - 641018",10:00 AM to 10:00 PM,30,2853
1936,AB's Absolute Barbecues Bhavan,PN Palayam,Chinese,$,770,Family-style,4.0,"Spring Rolls, Chilli Chicken, Manchurian",Yes,Yes,Yes,0422-200662,"60, Main Road, PN Palayam, Coimbatore - 641021",10:00 AM to 12:00 AM,21,4282
1937,Domino's Cafe,Saibaba Colony,South Indian,$$,1746,Modern,3.8,"Idli Sambar, Filter Coffee, Uttapam",Yes,Yes,No,0422-246062,"657, Near Lakshmi Mills, Saibaba Colony, Coimbatore - 641099",7:00 AM to 10:00 PM,4,4755
1938,A2B,Gandhipuram,North Indian,$$$,2180,Family-style,4.8,"Paneer Butter Masala, Naan",Yes,No,Yes,0422-257748,"841, Near Lakshmi Mills, Gandhipuram, Coimbatore - 641082",8:00 AM to 10:00 PM,2,318
1939,The Eatery Restaurant,Thudiyalur,Chinese,$,344,Traditional,4.3,"Chilli Chicken, Hot & Sour Soup, Dumplings",Yes,Yes,Yes,0422-291635,"301, Main Road, Thudiyalur, Coimbatore - 641039",8:00 AM to 12:00 AM,17,3886
1940,AB's Absolute Barbecues,Ukkadam,Chinese,$$,1779,Family-style,4.0,"Chilli Chicken, Spring Rolls",No,Yes,No,0422-281842,"813, Main Road, Ukkadam, Coimbatore - 641075",8:00 AM to 11:00 PM,7,2596
1941,Arya Bhavan Hotel,Gandhipuram,Fast Food,$$,1593,Casual,3.8,"Pizza, Hot Dog",Yes,Yes,No,0422-261377,"219, Opposite Gandhipuram Bus Stand, Gandhipuram, Coimbatore - 641056",10:00 AM to 11:00 PM,17,2032
1942,Haribhavanam Juice Center,Sitra,North Indian,$$$,2717,Casual,4.7,"Rogan Josh, Butter Chicken, Dal Makhani, Biryani",Yes,Yes,Yes,0422-239265,"954, Main Road, Sitra, Coimbatore - 641079",11:00 AM to 10:00 PM,18,2537
1943,Pizza Hut,Peelamedu,Arabian,$$$$,5712,Casual,4.7,"Baklava, Hummus, Kebab, Falafel",Yes,Yes,Yes,0422-236267,"52, Near Hope College, Peelamedu, Coimbatore - 641060",9:00 AM to 11:00 PM,20,2798
1944,AB's Absolute Barbecues Kitchen,Saravanampatti,North Indian,$$,1759,Casual,4.2,"Butter Chicken, Chole Bhature",Yes,Yes,Yes,0422-291729,"749, Near KMCH Hospital, Saravanampatti, Coimbatore - 641013",11:00 AM to 10:00 PM,29,1963
1945,Barbeque Nation,Gandhipuram,South Indian,$$$,2472,Traditional,5.0,"Idli Sambar, Masala Dosa, Bisi Bele Bath",Yes,Yes,Yes,0422-290012,"182, Near Brookefields Mall, Gandhipuram, Coimbatore - 641031",7:00 AM to 11:00 PM,23,3088
1946,Burger King Cafe,Peelamedu,Non-Vegetarian,$$,986,Family-style,3.8,"Chicken 65, Mutton Curry",Yes,Yes,Yes,0422-207801,"162, Near Airport, Peelamedu, Coimbatore - 641063",7:00 AM to 10:00 PM,11,959
1947,Kumarakom Fast Food,Vadavalli,North Indian,$$,844,Modern,3.6,"Dal Makhani, Butter Chicken, Biryani, Naan",Yes,Yes,Yes,0422-216926,"475, Main Road, Vadavalli, Coimbatore - 641086",11:00 AM to 10:00 PM,30,2948
1948,Sree Annapoorna Family Restaurant,Saibaba Colony,Andhra,$$$,2604,Casual,4.1,"Andhra Chicken Curry, Pesarattu",Yes,Yes,Yes,0422-294551,"209, Near PSG Tech, Saibaba Colony, Coimbatore - 641098",11:00 AM to 10:00 PM,1,2322
1949,Noodle Bar Hotel,Ramanathapuram,North Indian,$$,1107,Family-style,4.2,"Chole Bhature, Butter Chicken, Rogan Josh, Tandoori Chicken",Yes,Yes,Yes,0422-244146,"902, Main Road, Ramanathapuram, Coimbatore - 641088",11:00 AM to 10:00 PM,18,2992
1950,The Eatery Sweet Shop,Avinashi Road,North Indian,$,330,Family-style,4.3,"Rogan Josh, Butter Chicken, Tandoori Chicken",Yes,Yes,No,0422-202519,"408, Main Road, Avinashi Road, Coimbatore - 641083",10:00 AM to 12:00 AM,2,653
1951,Junior Kuppanna Family Restaurant,Avinashi Road,Italian,$$$$,6435,Traditional,4.3,"Garlic Bread, Tiramisu, Bruschetta, Pasta Alfredo",Yes,Yes,Yes,0422-240207,"595, Main Road, Avinashi Road, Coimbatore - 641099",9:00 AM to 10:00 PM,1,72
1952,Sri Krishna Sweets Sweet Shop,Singanallur,Chinese,$,478,Traditional,4.3,"Spring Rolls, Hot & Sour Soup",No,Yes,Yes,0422-233436,"134, Main Road, Singanallur, Coimbatore - 641060",8:00 AM to 11:00 PM,4,3813
1953,Junior Kuppanna,RS Puram,Italian,$$$,2477,Traditional,4.0,"Lasagna, Pasta Alfredo, Bruschetta, Carbonara",No,Yes,No,0422-205221,"917, Near DB Road, RS Puram, Coimbatore - 641063",7:00 AM to 11:00 PM,8,96
1954,Dragon Gate Fast Food,Gopalapuram,Kerala,$,496,Casual,4.8,"Appam Stew, Kappa & Meen Curry",Yes,Yes,Yes,0422-236908,"918, Main Road, Gopalapuram, Coimbatore - 641096",9:00 AM to 11:00 PM,11,4658
1955,Sree Gowri Shankar Kitchen,Karumathampatti,Chettinad,$,385,Casual,4.2,"Kola Urundai, Prawn Masala, Pepper Chicken, Karaikudi Mutton",Yes,Yes,Yes,0422-223485,"817, Main Road, Karumathampatti, Coimbatore - 641011",8:00 AM to 11:00 PM,12,2947
1956,Kovai Biryani Center Restaurant,Gandhipuram,Italian,$$$,2034,Casual,4.9,"Pizza Margherita, Risotto",Yes,Yes,Yes,0422-272185,"186, Near Lakshmi Mills, Gandhipuram, Coimbatore - 641034",10:00 AM to 12:00 AM,6,860
1957,Arya Bhavan Ice Cream Parlor,Saibaba Colony,Kerala,$$$$,6460,Casual,4.5,"Kappa & Meen Curry, Appam Stew, Kerala Sadya, Puttu Kadala",Yes,No,No,0422-214688,"448, Near Lakshmi Mills, Saibaba Colony, Coimbatore - 641037",11:00 AM to 11:00 PM,11,4557
1958,Sree Gowri Shankar Barbecue,Avinashi Road,Chettinad,$$,1369,Family-style,4.4,"Karaikudi Mutton, Chettinad Chicken, Pepper Chicken",Yes,Yes,Yes,0422-230976,"491, Main Road, Avinashi Road, Coimbatore - 641078",11:00 AM to 10:00 PM,3,4535
1959,Pizza Hut,Saibaba Colony,Seafood,$$$,2365,Casual,4.6,"Lobster Thermidor, Fish & Chips",Yes,Yes,Yes,0422-267359,"173, Near PSG Tech, Saibaba Colony, Coimbatore - 641071",8:00 AM to 10:00 PM,2,1505
1960,Shree Sivananda Family Restaurant,Saibaba Colony,Chettinad,$$,890,Casual,4.4,"Chettinad Chicken, Fish Fry",Yes,Yes,No,0422-217259,"881, Near Lakshmi Mills, Saibaba Colony, Coimbatore - 641077",7:00 AM to 10:00 PM,14,2998
1961,The Eatery Bhavan,Avinashi Road,Chettinad,$$,1012,Modern,4.5,"Chettinad Chicken, Karaikudi Mutton, Kola Urundai, Fish Fry",Yes,Yes,No,0422-217196,"134, Main Road, Avinashi Road, Coimbatore - 641066",10:00 AM to 11:00 PM,28,1091
1962,Barbeque Nation Hotel,Gandhipuram,Andhra,$$$,2655,Casual,5.0,"Gutti Vankaya, Andhra Chicken Curry",No,Yes,No,0422-289414,"353, Near Lakshmi Mills, Gandhipuram, Coimbatore - 641086",8:00 AM to 11:00 PM,15,3815
1963,Buhari Hotel,Sitra,North Indian,$,382,Modern,4.3,"Butter Chicken, Dal Makhani",No,Yes,Yes,0422-297294,"76, Main Road, Sitra, Coimbatore - 641070",9:00 AM to 11:00 PM,28,384
1964,Sri Sabareesh Dhaba,RS Puram,Bakery & Cafe,$$,1662,Outdoor,4.6,"Pastry, Donut",Yes,Yes,Yes,0422-251364,"155, Near Race Course, RS Puram, Coimbatore - 641082",7:00 AM to 10:00 PM,4,3488
1965,Aasai Hotel Ice Cream Parlor,Singanallur,Chinese,$$$$,5069,Casual,4.4,"Dumplings, Schezwan Fried Rice, Hakka Noodles",Yes,Yes,Yes,0422-251605,"371, Main Road, Singanallur, Coimbatore - 641056",7:00 AM to 11:00 PM,19,2400
1966,Junior Kuppanna Barbecue,Avinashi Road,Biryani,$$$$,5976,Traditional,5.0,"Mutton Biryani, Hyderabadi Biryani, Prawn Biryani",Yes,Yes,Yes,0422-239623,"663, Main Road, Avinashi Road, Coimbatore - 641087",10:00 AM to 10:00 PM,15,1604
1967,Pizza Hut,RS Puram,South Indian,$$$,2323,Casual,4.2,"Uttapam, Pongal",Yes,Yes,Yes,0422-245026,"569, Near DB Road, RS Puram, Coimbatore - 641099",9:00 AM to 11:00 PM,22,1289
1968,Junior Kuppanna Darbar,Ukkadam,South Indian,$$$,2291,Traditional,5.0,"Idli Sambar, Filter Coffee, Bisi Bele Bath, Rava Dosa",Yes,Yes,Yes,0422-274828,"700, Main Road, Ukkadam, Coimbatore - 641058",9:00 AM to 10:00 PM,7,4635
1969,Arya Bhavan,RS Puram,North Indian,$$$$,3735,Casual,4.5,"Dal Makhani, Tandoori Chicken",Yes,Yes,Yes,0422-204552,"247, Near DB Road, RS Puram, Coimbatore - 641019",7:00 AM to 12:00 AM,27,3046
1970,The French Door Fast Food,Ukkadam,Bakery & Cafe,$,469,Modern,3.6,"Tea, Pastry, Donut",Yes,Yes,Yes,0422-235160,"740, Main Road, Ukkadam, Coimbatore - 641091",9:00 AM to 10:00 PM,12,2015
1971,Burger King Juice Center,Ukkadam,Chinese,$,406,Modern,4.3,"Dumplings, American Chopsuey, Hakka Noodles, Schezwan Fried Rice",No,Yes,No,0422-202900,"549, Main Road, Ukkadam, Coimbatore - 641099",7:00 AM to 12:00 AM,11,2559
1972,Anjappar,Thudiyalur,Italian,$$,1206,Casual,3.9,"Tiramisu, Garlic Bread, Risotto",Yes,Yes,Yes,0422-201775,"465, Main Road, Thudiyalur, Coimbatore - 641045",8:00 AM to 10:00 PM,12,4871
1973,Subway Hotel,Peelamedu,Fusion,$$$$,4515,Traditional,4.7,"Dosa Sandwich, Curry Pizza, Paneer Tikka Pizza",No,Yes,No,0422-241515,"219, Opposite CIT College, Peelamedu, Coimbatore - 641017",10:00 AM to 12:00 AM,14,1852
1974,Pizza Hut,Singanallur,Kerala,$$,1461,Family-style,3.9,"Appam Stew, Kerala Sadya",No,Yes,Yes,0422-221890,"146, Main Road, Singanallur, Coimbatore - 641025",7:00 AM to 11:00 PM,24,4547
1975,McDonald's Kitchen,Sitra,Chinese,$,755,Modern,4.0,"Chilli Chicken, Hot & Sour Soup, Manchurian, Schezwan Fried Rice",Yes,Yes,Yes,0422-285260,"912, Main Road, Sitra, Coimbatore - 641096",10:00 AM to 10:00 PM,4,4123
1976,The Eatery Restaurant,Kuniyamuthur,South Indian,$$,1726,Family-style,3.4,"Rava Dosa, Pongal, Idli Sambar",Yes,Yes,Yes,0422-242456,"417, Main Road, Kuniyamuthur, Coimbatore - 641034",8:00 AM to 11:00 PM,1,963
1977,Shree Sivananda Ice Cream Parlor,Gandhipuram,North Indian,$$$,2466,Family-style,4.3,"Paneer Butter Masala, Butter Chicken, Naan",Yes,No,No,0422-219920,"877, Opposite Gandhipuram Bus Stand, Gandhipuram, Coimbatore - 641097",8:00 AM to 12:00 AM,5,588
1978,Barbeque Nation Mess,Peelamedu,North Indian,$$,1587,Modern,3.2,"Chole Bhature, Paneer Butter Masala, Tandoori Chicken, Butter Chicken",Yes,Yes,Yes,0422-211382,"169, Opposite CIT College, Peelamedu, Coimbatore - 641014",8:00 AM to 10:00 PM,7,3147
1979,Barbeque Nation,Peelamedu,Chettinad,$,671,Family-style,3.6,"Chettinad Chicken, Prawn Masala, Karaikudi Mutton, Fish Fry",Yes,Yes,No,0422-248959,"361, Near Hope College, Peelamedu, Coimbatore - 641094",8:00 AM to 10:00 PM,5,1434
1980,Pizza Hut Dhaba,Saibaba Colony,South Indian,$$$,2770,Family-style,4.7,"Pongal, Masala Dosa, Bisi Bele Bath, Filter Coffee",Yes,Yes,No,0422-246404,"133, Near PSG Tech, Saibaba Colony, Coimbatore - 641039",10:00 AM to 11:00 PM,3,4205
1981,Haribhavanam Barbecue,Gandhipuram,North Indian,$,554,Traditional,4.6,"Rogan Josh, Chole Bhature",No,Yes,No,0422-226201,"40, Opposite Gandhipuram Bus Stand, Gandhipuram, Coimbatore - 641022",7:00 AM to 11:00 PM,4,1327
1982,Aasai Hotel Family Restaurant,Peelamedu,Chinese,$$$,3164,Traditional,4.6,"Spring Rolls, Hot & Sour Soup, Hakka Noodles, Schezwan Fried Rice",Yes,Yes,Yes,0422-270009,"799, Opposite CIT College, Peelamedu, Coimbatore - 641061",10:00 AM to 10:00 PM,11,3675
1983,Haribhavanam,Gandhipuram,Biryani,$$$$,6416,Family-style,4.1,"Mutton Biryani, Ambur Biryani",Yes,Yes,No,0422-220180,"574, Opposite Gandhipuram Bus Stand, Gandhipuram, Coimbatore - 641095",11:00 AM to 10:00 PM,23,1558
1984,Cascade Kitchen,Gopalapuram,South Indian,$$$,1900,Modern,4.4,"Rava Dosa, Vada, Pongal, Bisi Bele Bath",Yes,Yes,Yes,0422-262755,"886, Main Road, Gopalapuram, Coimbatore - 641041",7:00 AM to 12:00 AM,4,4404
1985,Burger King Mess,Saravanampatti,South Indian,$$$,2269,Traditional,4.4,"Kesari Bath, Rava Dosa",Yes,Yes,Yes,0422-242461,"14, Near Karunya University, Saravanampatti, Coimbatore - 641094",7:00 AM to 10:00 PM,25,3206
1986,Subway Juice Center,Saibaba Colony,South Indian,$$,1121,Traditional,3.7,"Kesari Bath, Rava Dosa, Vada, Masala Dosa",Yes,Yes,Yes,0422-274537,"819, Near PSG Tech, Saibaba Colony, Coimbatore - 641032",7:00 AM to 11:00 PM,3,3557
1987,Barbeque Nation,Peelamedu,Seafood,$$$,1834,Family-style,5.0,"Crab Fry, Butter Garlic Prawns, Lobster Thermidor",Yes,Yes,Yes,0422-227724,"329, Near Hope College, Peelamedu, Coimbatore - 641067",11:00 AM to 11:00 PM,12,1564
1988,Sree Annapoorna Fast Food,Thudiyalur,South Indian,$,618,Traditional,4.6,"Masala Dosa, Idli Sambar",Yes,Yes,Yes,0422-219617,"315, Main Road, Thudiyalur, Coimbatore - 641019",8:00 AM to 12:00 AM,8,3572
1989,Sree Gowri Shankar Barbecue,Saibaba Colony,Vegetarian,$$,968,Family-style,4.1,"Aloo Gobi, Mushroom Masala, Paneer Tikka, Veg Thali",Yes,Yes,Yes,0422-224297,"449, Near PSG Tech, Saibaba Colony, Coimbatore - 641093",10:00 AM to 12:00 AM,25,281
1990,Sri Sabareesh Darbar,Peelamedu,Chinese,$$,1758,Casual,4.2,"Hot & Sour Soup, Manchurian, American Chopsuey",Yes,Yes,Yes,0422-290828,"208, Opposite CIT College, Peelamedu, Coimbatore - 641024",11:00 AM to 10:00 PM,21,3181
1991,The Eatery Sweet Shop,RS Puram,North Indian,$$,962,Casual,4.4,"Naan, Butter Chicken",No,Yes,Yes,0422-263738,"279, Opposite PSG College, RS Puram, Coimbatore - 641046",11:00 AM to 12:00 AM,15,2377
1992,Anjappar,Avinashi Road,Chinese,$$$$,5731,Family-style,3.6,"Dumplings, Spring Rolls, American Chopsuey",Yes,Yes,Yes,0422-277736,"461, Main Road, Avinashi Road, Coimbatore - 641049",7:00 AM to 11:00 PM,27,1699
1993,Junior Kuppanna Fast Food,Peelamedu,Chinese,$$$,2300,Casual,4.3,"Hakka Noodles, Schezwan Fried Rice",Yes,Yes,No,0422-296877,"999, Opposite CIT College, Peelamedu, Coimbatore - 641044",11:00 AM to 11:00 PM,20,1577
1994,Sri Krishna Sweets,Singanallur,Arabian,$$,1028,Casual,3.9,"Falafel, Mandi, Kebab",No,Yes,Yes,0422-201042,"184, Main Road, Singanallur, Coimbatore - 641057",9:00 AM to 10:00 PM,6,4383
1995,Arya Bhavan,Saravanampatti,South Indian,$,769,Family-style,3.8,"Rava Dosa, Uttapam",Yes,Yes,Yes,0422-280179,"358, Near KMCH Hospital, Saravanampatti, Coimbatore - 641046",10:00 AM to 12:00 AM,14,2081
1996,Pizza Hut,Peelamedu,North Indian,$$$,2327,Traditional,4.3,"Biryani, Naan, Dal Makhani",Yes,Yes,No,0422-274630,"604, Near Hope College, Peelamedu, Coimbatore - 641041",11:00 AM to 10:00 PM,27,2167
1997,Pizza Hut,Singanallur,North Indian,$,688,Family-style,4.9,"Chole Bhature, Butter Chicken, Tandoori Chicken",Yes,Yes,No,0422-206257,"608, Main Road, Singanallur, Coimbatore - 641052",11:00 AM to 11:00 PM,5,3957
1998,Taste of Kerala Fast Food,RS Puram,Andhra,$,757,Traditional,4.6,"Andhra Chicken Curry, Pesarattu",Yes,No,No,0422-262749,"491, Near Race Course, RS Puram, Coimbatore - 641051",9:00 AM to 12:00 AM,12,1628
1999,Saravana Bhavan Darbar,Avinashi Road,North Indian,$$$,2300,Casual,4.2,"Naan, Butter Chicken",Yes,Yes,Yes,0422-250004,"952, Main Road, Avinashi Road, Coimbatore - 641018",8:00 AM to 12:00 AM,20,1880
2000,Copper Chimney,Thudiyalur,Chettinad,$$$,2217,Traditional,4.6,"Karaikudi Mutton, Chettinad Chicken",Yes,Yes,Yes,0422-269306,"724, Main Road, Thudiyalur, Coimbatore - 641086",10:00 AM to 10:00 PM,11,4820
2001,Annapoorna Grill,Saibaba Colony,North Indian,$$$$,4569,Traditional,5.0,"Biryani, Butter Chicken",Yes,Yes,Yes,0422-251976,"227, Near Coimbatore Institute of Technology, Saibaba Colony, Coimbatore - 641020",7:00 AM to 10:00 PM,30,4490
2002,Pizza Hut,Gandhipuram,Chettinad,$$,1678,Casual,4.7,"Karaikudi Mutton, Kola Urundai, Chettinad Chicken",Yes,Yes,No,0422-227251,"111, Near Brookefields Mall, Gandhipuram, Coimbatore - 641012",9:00 AM to 10:00 PM,22,3742
2003,The Eatery Juice Center,Saravanampatti,Andhra,$$$,3249,Traditional,4.4,"Andhra Chicken Curry, Pesarattu, Pulihora, Royyala Iguru",Yes,Yes,Yes,0422-206569,"908, Near Karunya University, Saravanampatti, Coimbatore - 641093",7:00 AM to 12:00 AM,22,4041
2004,Barbeque Nation Hotel,Peelamedu,Chinese,$,574,Traditional,3.9,"Hakka Noodles, Manchurian, Dumplings",Yes,Yes,No,0422-273280,"967, Near Hope College, Peelamedu, Coimbatore - 641045",10:00 AM to 11:00 PM,11,1534
2005,Sri Krishna Sweets Dhaba,Peelamedu,Chinese,$,369,Casual,4.5,"Spring Rolls, Chilli Chicken, Manchurian, Hakka Noodles",Yes,Yes,No,0422-226792,"236, Near Airport, Peelamedu, Coimbatore - 641012",8:00 AM to 10:00 PM,9,3394
2006,Rasam Grill,Gandhipuram,Chinese,$$$,2090,Traditional,4.7,"Hakka Noodles, Schezwan Fried Rice, Dumplings",Yes,Yes,Yes,0422-232653,"59, Near Brookefields Mall, Gandhipuram, Coimbatore - 641032",9:00 AM to 12:00 AM,12,1775
2007,Haribhavanam,PN Palayam,South Indian,$$,829,Casual,4.6,"Uttapam, Kesari Bath, Idli Sambar, Filter Coffee",Yes,Yes,No,0422-216653,"554, Main Road, PN Palayam, Coimbatore - 641047",10:00 AM to 10:00 PM,26,4813
2008,Sree Annapoorna Cafe,Thudiyalur,Fast Food,$,708,Quick Bite,4.5,"Pizza, Fried Chicken",No,Yes,Yes,0422-294661,"424, Main Road, Thudiyalur, Coimbatore - 641043",11:00 AM to 11:00 PM,24,882
2009,Rathna Cafe Sweet Shop,Singanallur,Fast Food,$$,1758,Takeaway Only,4.6,"French Fries, Wrap, Nuggets",Yes,No,Yes,0422-270991,"233, Main Road, Singanallur, Coimbatore - 641078",10:00 AM to 10:00 PM,26,3893
2010,Arya Bhavan Kitchen,Peelamedu,Kerala,$,501,Traditional,4.0,"Appam Stew, Kerala Sadya, Beef Fry, Puttu Kadala",Yes,Yes,Yes,0422-296927,"970, Near Airport, Peelamedu, Coimbatore - 641041",10:00 AM to 10:00 PM,21,1587
2011,Junior Kuppanna,Avinashi Road,Chinese,$,361,Family-style,4.7,"Manchurian, Hakka Noodles",Yes,No,Yes,0422-290224,"567, Main Road, Avinashi Road, Coimbatore - 641063",11:00 AM to 10:00 PM,22,655
2012,Subway Hotel,Gandhipuram,Chinese,$$$,2012,Family-style,4.6,"Spring Rolls, American Chopsuey",Yes,Yes,Yes,0422-278404,"753, Opposite Gandhipuram Bus Stand, Gandhipuram, Coimbatore - 641024",10:00 AM to 10:00 PM,6,1487
2013,KFC Family Restaurant,Singanallur,South Indian,$,484,Traditional,5.0,"Pongal, Bisi Bele Bath, Masala Dosa",No,Yes,No,0422-289014,"329, Main Road, Singanallur, Coimbatore - 641097",9:00 AM to 12:00 AM,29,3183
2014,Copper Chimney,RS Puram,Bakery & Cafe,$,454,Cafe-style,4.0,"Donut, Brownie, Croissant, Tea",Yes,No,Yes,0422-267969,"521, Opposite PSG College, RS Puram, Coimbatore - 641086",11:00 AM to 11:00 PM,1,2269
2015,Geetha Canteen,Thudiyalur,Chinese,$$,1584,Traditional,4.9,"Hot & Sour Soup, Hakka Noodles, Chilli Chicken",No,Yes,Yes,0422-281777,"719, Main Road, Thudiyalur, Coimbatore - 641033",10:00 AM to 11:00 PM,21,1763
2016,Dragon Gate Family Restaurant,Kovaipudur,South Indian,$,706,Casual,4.3,"Kesari Bath, Bisi Bele Bath, Pongal",Yes,Yes,No,0422-210558,"908, Main Road, Kovaipudur, Coimbatore - 641061",9:00 AM to 12:00 AM,3,1211
2017,Sree Gowri Shankar Kitchen,Gandhipuram,Fast Food,$$,1746,Takeaway Only,4.0,"French Fries, Chicken Burger, Pizza",Yes,Yes,No,0422-277517,"324, Opposite Gandhipuram Bus Stand, Gandhipuram, Coimbatore - 641095",11:00 AM to 11:00 PM,8,3620
2018,Namma Veedu Grill,Saibaba Colony,North Indian,$$,1241,Casual,4.0,"Chole Bhature, Dal Makhani, Paneer Butter Masala, Butter Chicken",Yes,Yes,Yes,0422-284712,"565, Near Lakshmi Mills, Saibaba Colony, Coimbatore - 641053",7:00 AM to 10:00 PM,7,926
2019,Junior Kuppanna Fast Food,Ukkadam,South Indian,$$,1638,Family-style,4.1,"Pongal, Idli Sambar",No,Yes,Yes,0422-222661,"801, Main Road, Ukkadam, Coimbatore - 641019",9:00 AM to 12:00 AM,10,4239
2020,Taste of Kerala Bhavan,Kovaipudur,Kerala,$$$,2410,Traditional,4.6,"Puttu Kadala, Kerala Sadya, Kappa & Meen Curry, Fish Curry",No,Yes,Yes,0422-234359,"570, Main Road, Kovaipudur, Coimbatore - 641078",7:00 AM to 11:00 PM,10,2553
2021,Junior Kuppanna Juice Center,Vadavalli,Biryani,$,425,Traditional,4.4,"Egg Biryani, Ambur Biryani, Veg Biryani, Hyderabadi Biryani",Yes,Yes,Yes,0422-283598,"412, Main Road, Vadavalli, Coimbatore - 641046",10:00 AM to 12:00 AM,10,1022
2022,Sri Krishna Sweets,Avinashi Road,Chettinad,$,338,Casual,4.0,"Karaikudi Mutton, Pepper Chicken, Kola Urundai, Chettinad Chicken",No,Yes,No,0422-221377,"627, Main Road, Avinashi Road, Coimbatore - 641042",11:00 AM to 10:00 PM,26,973
2023,Sree Gowri Shankar Mess,Singanallur,North Indian,$,612,Family-style,4.2,"Tandoori Chicken, Paneer Butter Masala, Biryani, Chole Bhature",Yes,Yes,Yes,0422-285418,"165, Main Road, Singanallur, Coimbatore - 641075",8:00 AM to 10:00 PM,24,4551
2024,Dragon Gate Restaurant,RS Puram,South Indian,$$$,2512,Modern,5.0,"Pongal, Masala Dosa, Kesari Bath, Filter Coffee",Yes,Yes,No,0422-251908,"894, Near Race Course, RS Puram, Coimbatore - 641022",7:00 AM to 11:00 PM,21,430
2025,Buhari Hotel,RS Puram,North Indian,$$$,2655,Traditional,5.0,"Butter Chicken, Naan, Chole Bhature, Paneer Butter Masala",Yes,Yes,Yes,0422-280145,"62, Near Race Course, RS Puram, Coimbatore - 641067",10:00 AM to 12:00 AM,23,3590
2026,Domino's Family Restaurant,Singanallur,South Indian,$,409,Traditional,4.4,"Vada, Filter Coffee, Rava Dosa, Idli Sambar",Yes,Yes,Yes,0422-283230,"117, Main Road, Singanallur, Coimbatore - 641090",11:00 AM to 11:00 PM,6,3307
2027,Anjappar Restaurant,RS Puram,Chinese,$$$$,5571,Traditional,4.5,"Spring Rolls, Hot & Sour Soup",Yes,Yes,Yes,0422-212995,"554, Near DB Road, RS Puram, Coimbatore - 641075",8:00 AM to 11:00 PM,29,1580
2028,Sri Sabareesh Darbar,Saibaba Colony,Chinese,$$,1194,Casual,4.2,"Hakka Noodles, Schezwan Fried Rice, Dumplings, Hot & Sour Soup",No,Yes,Yes,0422-276284,"7, Near PSG Tech, Saibaba Colony, Coimbatore - 641091",11:00 AM to 12:00 AM,4,2232
2029,Dindigul Thalappakatti,Gandhipuram,North Indian,$$,1511,Casual,4.5,"Paneer Butter Masala, Biryani, Chole Bhature",Yes,Yes,Yes,0422-284312,"555, Near Lakshmi Mills, Gandhipuram, Coimbatore - 641098",9:00 AM to 11:00 PM,22,4125
2030,Dindigul Thalappakatti Juice Center,Saibaba Colony,South Indian,$$,1426,Traditional,3.8,"Filter Coffee, Bisi Bele Bath, Kesari Bath, Idli Sambar",Yes,Yes,Yes,0422-226757,"632, Near Coimbatore Institute of Technology, Saibaba Colony, Coimbatore - 641074",11:00 AM to 12:00 AM,29,1381
2031,Anjappar,RS Puram,North Indian,$$$,2410,Traditional,4.4,"Tandoori Chicken, Dal Makhani",Yes,Yes,Yes,0422-282234,"147, Opposite PSG College, RS Puram, Coimbatore - 641089",10:00 AM to 11:00 PM,19,2544
2032,Rathna Cafe Restaurant,Saravanampatti,South Indian,$$,1309,Casual,3.5,"Kesari Bath, Uttapam, Rava Dosa, Filter Coffee",Yes,Yes,Yes,0422-253166,"78, Near KMCH Hospital, Saravanampatti, Coimbatore - 641075",8:00 AM to 12:00 AM,26,4179
2033,Subway Barbecue,Gandhipuram,Bakery & Cafe,$$$,2990,Casual,4.7,"Cold Coffee, Donut, Cookies, Brownie",Yes,Yes,No,0422-276582,"29, Near Brookefields Mall, Gandhipuram, Coimbatore - 641043",9:00 AM to 11:00 PM,1,1415
2034,Annapoorna Sweet Shop,Ukkadam,Kerala,$$$$,4171,Casual,4.7,"Kappa & Meen Curry, Appam Stew",Yes,No,Yes,0422-272466,"617, Main Road, Ukkadam, Coimbatore - 641017",7:00 AM to 12:00 AM,6,2266
2035,Pizza Hut Restaurant,RS Puram,Italian,$$$,2475,Family-style,4.3,"Risotto, Bruschetta, Tiramisu, Pizza Margherita",Yes,Yes,No,0422-277988,"486, Near DB Road, RS Puram, Coimbatore - 641043",7:00 AM to 12:00 AM,12,3457
